#{"t_start": 1540175577.2191951, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.462602
-200.0,200,0.556239
-200.0,200,0.646151
-126.0,126,0.701103
-5.0,5,0.703219
-4.0,4,0.705186
-5.0,5,0.707518
-5.0,5,0.71041
-4.0,4,0.713013
-4.0,4,0.714741
-4.0,4,0.716588
-5.0,5,0.718678
-4.0,4,0.720645
-4.0,4,0.722497
-5.0,5,0.724923
-5.0,5,0.727052
-5.0,5,0.72935
-5.0,5,0.731727
-5.0,5,0.733978
-5.0,5,0.736141
-5.0,5,0.738328
-4.0,4,0.740148
-5.0,5,0.7424
-4.0,4,0.744069
-5.0,5,0.746222
-5.0,5,0.748469
-5.0,5,0.750768
-5.0,5,0.75338
-4.0,4,0.755573
-5.0,5,0.758174
-5.0,5,0.760335
-4.0,4,0.762133
-4.0,4,0.76392
-5.0,5,0.766187
-5.0,5,0.768354
-5.0,5,0.770392
-4.0,4,0.772033
-4.0,4,0.773915
-4.0,4,0.775734
-5.0,5,0.778111
-5.0,5,0.780262
-5.0,5,0.782489
-4.0,4,0.784706
-5.0,5,0.787048
-5.0,5,0.789188
-4.0,4,0.791031
-5.0,5,0.793068
-5.0,5,0.795222
-5.0,5,0.797257
-5.0,5,0.799403
-5.0,5,0.801759
-5.0,5,0.803962
-5.0,5,0.806363
-5.0,5,0.808769
-5.0,5,0.81115
-5.0,5,0.81355
-5.0,5,0.815718
-5.0,5,0.818573
-5.0,5,0.820713
-5.0,5,0.823126
-5.0,5,0.825364
-5.0,5,0.827655
-15.0,15,0.931889
-10.0,10,0.946729
-12.0,12,0.963406
-12.0,12,0.980809
-12.0,12,0.99767
-12.0,12,1.014518
-12.0,12,1.030746
-12.0,12,1.047011
-12.0,12,1.063725
-25.0,25,1.098845
-200.0,200,1.381365
-200.0,200,1.634427
-98.0,98,1.757956
-114.0,114,1.901231
-200.0,200,2.165644
-21.0,21,2.192274
-200.0,200,2.456955
-109.0,109,2.601048
-102.0,102,2.727199
-200.0,200,2.988231
-200.0,200,3.254953
-200.0,200,3.517434
-200.0,200,3.809686
-200.0,200,4.110856
-200.0,200,4.406795
-200.0,200,4.717552
-200.0,200,4.984673
-129.0,129,5.151974
-200.0,200,5.418233
-200.0,200,5.674746
-200.0,200,5.936016
-200.0,200,6.190837
-200.0,200,6.446916
-200.0,200,6.700772
-200.0,200,6.960914
-200.0,200,7.216602
-168.0,168,7.43371
-200.0,200,7.691149
-200.0,200,7.951301
-200.0,200,8.206218
-200.0,200,8.463403
-200.0,200,8.717996
-200.0,200,8.973273
-182.0,182,9.20381
-200.0,200,9.458313
-200.0,200,9.713192
-200.0,200,9.968928
-200.0,200,10.223228
-200.0,200,10.477287
-200.0,200,10.731885
-200.0,200,10.992227
-200.0,200,11.2464
-200.0,200,11.502074
-200.0,200,11.756733
-200.0,200,12.012757
-200.0,200,12.267552
-200.0,200,12.522472
-200.0,200,13.146306
